danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,artist_name,lyrics,emotions_top3,metric_depression,metric_anxiety,metric_ocd,metric_insomnia
0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,audio_features,52vA3CYKZqZVdQnzRrdZt6,spotify:track:52vA3CYKZqZVdQnzRrdZt6,https://api.spotify.com/v1/tracks/52vA3CYKZqZVdQnzRrdZt6,https://api.spotify.com/v1/audio-analysis/52vA3CYKZqZVdQnzRrdZt6,192053,3,Folk,The Times They Are A-Changin',Bob Dylan,"Come gather 'round people
Wherever you roam
And admit that the waters
Around you have grown
And accept it that soon
You'll be drenched to the bone
If your time to you is worth savin'
Then you better start swimmin'
Or you'll sink like a stone
For the times they are a-changin'

Come writers and critics
Who prophesize with your pen
And keep your eyes wide
The chance won't come again
And don't speak too soon
For the wheel's still in spin
And there's no tellin' who that it's namin'
For the loser now
Will be later to win
For the times they are a-changin'

Come senators, congressmen
Please heed the call
Don't stand in the doorway
Don't block up the hall
For he that gets hurt
Will be he who has stalled
The battle outside ragin'
Will soon shake your windows
And rattle your walls
For the times they are a-changin'

Come mothers and fathers
Throughout the land
And don't criticize
What you can't understand
Your sons and your daughters
Are beyond your command
Your old road is rapidly agin'
Please get out of the new one
If you can't lend your hand
For the times they are a-changin'

The line it is drawn
The curse it is cast
The slow one now
Will later be fast
As the present now
Will later be past
The order is rapidly fadin'
And the first one now
Will later be last
For the times they are a-changin'","urgent, rebellious, defiant",0,1,0,0
0.541,0.333,5,-13.098,1,0.0316,0.603,0.0,0.105,0.74,86.324,audio_features,1eHmxX8fhEjVD8U4u6pfql,spotify:track:1eHmxX8fhEjVD8U4u6pfql,https://api.spotify.com/v1/tracks/1eHmxX8fhEjVD8U4u6pfql,https://api.spotify.com/v1/audio-analysis/1eHmxX8fhEjVD8U4u6pfql,189867,4,Folk,I Am A Man Of Constant Sorrow - Radio Edit,The Soggy Bottom Boys,"(In constant sorrow, all through his days)

I am a man of constant sorrow
I've seen trouble all my days
I bid farewell to old Kentucky
The place where I was born and raised
(The place where he was born and raised)

For six long years I've been in trouble
No pleasure here on earth I found
For in this world I'm bound to ramble
I have no friends to help me now
(He has no friends to help him now)

It's fare thee well, my old true lover
I never expect to see you again
For I'm bound to ride that northern railroad
Perhaps I'll die upon this train
(Perhaps he'll die upon this train)

You can bury me in some deep valley
For many years where I may lay
Then you may learn to love another
While I am sleeping in my grave
(While he is sleeping in his grave)

Maybe your friends think I'm just a stranger
My face you never will see no more
But there is one promise that is given
I'll meet you on God's golden shore
(He'll meet you on God's golden shore)","sorrow, trouble, farewell",0,0,0,0
0.459,0.172,7,-19.534,1,0.0764,0.772,0.0048,0.707,0.42,114.916,audio_features,2UZlej6pJ5oUV28LfVoh5R,spotify:track:2UZlej6pJ5oUV28LfVoh5R,https://api.spotify.com/v1/tracks/2UZlej6pJ5oUV28LfVoh5R,https://api.spotify.com/v1/audio-analysis/2UZlej6pJ5oUV28LfVoh5R,265373,4,Folk,Four Strong Winds - Live,Ian & Sylvia,"[Chorus]
Four strong winds that blow lonely
Seven seas that run high
All those things that don't change come what may
But our good times are all gone
And I'm bound for movin' on
I'll look for you if I'm ever back this way

[Verse 1]
Think I'll go out to Alberta
Weather's good there in the fall
I got some friends that I can go to workin' for
Still I wish you'd change your mind
If I asked you one more time
But we've been through that a hundred times or more

[Chorus]
Four strong winds that blow lonely
Seven seas that run high
All those things that don't change come what may
But our good times are all gone
And I'm bound for movin' on
I'll look for you if I'm ever back this way

[Verse 2]
If I get there before the snow flies
And if things are goin' good
You could meet me if I sent you down the fare
But by then it would be winter
There ain't too much for you to do
And those winds sure can blow cold way out there

[Chorus]
Four strong winds that blow lonely
Seven seas that run high
All those things that don't change come what may
But our good times are all gone
And I'm bound for movin' on
I'll look for you if I'm ever back this way","Lonely, melancholic, resigned",0,0,0,0
0.504,0.387,6,-9.384,0,0.0259,0.517,0.6,0.203,0.378,127.882,audio_features,5Hc8WIK7qgBQ2vRSn19gG6,spotify:track:5Hc8WIK7qgBQ2vRSn19gG6,https://api.spotify.com/v1/tracks/5Hc8WIK7qgBQ2vRSn19gG6,https://api.spotify.com/v1/audio-analysis/5Hc8WIK7qgBQ2vRSn19gG6,314800,4,Folk,It'll Take A Long Time,Sandy Denny,"Oh it's like a storm at sea
And everything is lost,
And the fretful sailors calling out their woes,
As to the waves they're tossed.
Oh they are all gentlemen,
And never will they know
If there is a reason each of them must go,
To join the cruel flow.
And it'll take a long, long time.
It'll take a long, long time.
It'll take a long, long time.
Oh it'll take such a long, long time.
There is no need for rules,
There's no-one to score the game
And there is nobody living in this town
As even knows its name.
Oh it'll take such a long, long time.
It'll take a long, long time.
It'll take a long, long time.
A long, long time.","lost, fretful, cruel",0,1,0,1
0.386,0.301,3,-12.415,1,0.0285,0.458,4.48e-06,0.116,0.524,173.12,audio_features,3uJhF1XGOJ27hweKEeBOtk,spotify:track:3uJhF1XGOJ27hweKEeBOtk,https://api.spotify.com/v1/tracks/3uJhF1XGOJ27hweKEeBOtk,https://api.spotify.com/v1/audio-analysis/3uJhF1XGOJ27hweKEeBOtk,175173,3,Folk,Catch the Wind,Donovan,"In the chilly hours and minutes
Of uncertainty, I want to be
In the warm hold of your love and mine

To feel you all around me
And to take your hand along the sand
Ah, but I may as well try and catch the wind

When sundown pales the sky
I want to hide a while behind your smile
And everywhere I'd look your eyes I'd find

For me to love you now
Would be the sweetest thing 'twould make me sing
Ah, but I may as well try and catch the wind

Di di di di, di di di di
Di di di di, di di di di
Di di di

When rain has hung the leaves with tears
I want you near to kill my fears
To help me to leave all my blues behind

For standin' in your heart
Is where I want to be and long to be
Ah, but I may as well try and catch the wind

Ah, but I may as well try and catch the wind","uncertainty, warm, sweet /n",0,1,0,0
0.384,0.443,5,-7.75,1,0.0379,0.764,0.0,0.106,0.712,175.671,audio_features,2oV3mzorzJTZa3gmp8vAJl,spotify:track:2oV3mzorzJTZa3gmp8vAJl,https://api.spotify.com/v1/tracks/2oV3mzorzJTZa3gmp8vAJl,https://api.spotify.com/v1/audio-analysis/2oV3mzorzJTZa3gmp8vAJl,227000,4,Folk,Stoned Soul Picnic,Laura Nyro,"Can you surry, can you picnic, whoa?
Can you surry, can you picnic?

Come on, come on and surry down to a stoned soul picnic
Surry down to a stoned soul picnic (Can you surry, can you picnic?)
There'll be lots of time and wine
Red yellow honey, sassafras and moonshine
Red yellow honey, sassafras and moonshine
Stoned soul, stoned soul, whoa

Come on, come on and surry down to a stoned soul picnic
Surry down to a stoned soul picnic (Can you surry, can you picnic?)
Rain and sun come in again
And from the sky come the Lord and the lightning
And from the sky come the Lord and the lightning
Stoned soul, stoned soul
Surry on, soul

Surry, surry, surry, surry
There'll be trains of blossoms (There'll be trains of blossoms)
There'll be trains of music (There'll be music)
There'll be trains of trust, trains of golden dust
Come along and surry on, sweet trains of thought, surry on down
Can you surry, can you surry? (Can you surry?)

Surry down to a stoned soul picnic
Surry down to a stoned soul picnic (Can you surry, can you picnic?)
There'll be lots of time and wine
Red yellow honey, sassafras and moonshine (Red yellow honey)
Red yellow honey, sassafras and moonshine, moonshine
Stoned soul, yeah
Surry on, soul

Surry, surry, surry, surry
Surry, surry, surry, surry
Surry, surry, surry, surry
Surry, surry, surry...","joyful, carefree, relaxed",0,0,0,0
0.636,0.277,1,-14.185,1,0.0306,0.784,0.0,0.234,0.685,133.363,audio_features,6QXtKi4TVe1458QNodE3cs,spotify:track:6QXtKi4TVe1458QNodE3cs,https://api.spotify.com/v1/tracks/6QXtKi4TVe1458QNodE3cs,https://api.spotify.com/v1/audio-analysis/6QXtKi4TVe1458QNodE3cs,220573,4,Folk,Poncho & Lefty,Townes Van Zandt,"Living on the road my friend
Was gonna keep you free and clean
And now you wear your skin like iron
And your breath as hard as kerosene
Weren't your mama's only boy
But her favorite one it seems
She began to cry when you said goodbye
And sank into your dreams
Pancho was a bandit boy
His horse was fast as polished steel
He wore his gun outside his pants
For all the honest world to feel
Pancho met his match you know
On the deserts down in Mexico
Nobody heard his dying words
Ah but that's the way it goes
All the Federales say
They could have had him any day
They only let him slip away
Out of kindness, I suppose
Lefty, he can't sing the blues
All night long like he used to
The dust that Pancho bit down south
Ended up in Lefty's mouth
The day they laid poor Pancho low
Lefty split for Ohio
Where he got the bread to go
There ain't nobody knows
All the Federales say
They could have had him any day
We only let him slip away
Out of kindness, I suppose
The poets tell how Pancho fell
And Lefty's living in cheap hotels
The desert's quiet, Cleveland's cold
And so the story ends we're told
Pancho needs your prayers it's true
But save a few for Lefty too
He only did what he had to do
And now he's growing old
All the Federales say
We could have had him any day
We only let him go so long
Out of kindness, I suppose
A few gray Federales say
We could have had him any day
We only let him go so long
Out of kindness, I suppose","melancholic, nostalgic, regretful",0,0,0,0
0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,audio_features,7AL6qzIDHIX7pEUWrzNiIs,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/tracks/7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/audio-analysis/7AL6qzIDHIX7pEUWrzNiIs,193467,4,Folk,Hurdy Gurdy Man,Donovan,"Thrown like a star in my vast sleep
I opened my eyes to take a peek
To find that I was by the sea
Gazing with tranquility
'Twas then when the Hurdy Gurdy Man
Came singing songs of love
Then when the Hurdy Gurdy Man
Came singing songs of love
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
Histories of ages past
Unenlightened shadows cast
Down through all eternity
The crying of humanity
'Tis then when the Hurdy Gurdy Man
Comes singing songs of love
Then when the Hurdy Gurdy Man
Comes singing songs of love
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy, hurdy gurdy, hurdy gurd
Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
Here comes the Roly Poly Man
He's singing songs of love
""Roly poly, roly poly, holy poly poly"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang
""Hurdy gurdy, hurdy gurdy, hurdy gurdy gurdy"" he sang","tranquility, love, humanity",0,0,0,0
0.636,0.454,5,-16.548,1,0.0615,0.599,0.00343,0.304,0.806,155.547,audio_features,6IcU0P6Ec5CM9qVqV1U2JH,spotify:track:6IcU0P6Ec5CM9qVqV1U2JH,https://api.spotify.com/v1/tracks/6IcU0P6Ec5CM9qVqV1U2JH,https://api.spotify.com/v1/audio-analysis/6IcU0P6Ec5CM9qVqV1U2JH,200240,4,Folk,That's the Way That the World Goes 'Round,John Prine,"I know a guy that's got a lot to lose.
He's a pretty nice fellow but he's kind of confused.
He's got muscles in his head that ain't never been used.
Thinks he own half of this town.

Starts drinking heavy, gets a big red nose.
Beats his old lady with a rubber hose,
Then he takes her out to dinner and buys her new clothes.
That's the way that the world goes 'round.

That's the way that the world goes 'round.
You're up one day and the next you're down.
It's half an inch of water and you think you're gonna drown.
That's the way that the world goes 'round.

I was sitting in the bathtub counting my toes,
When the radiator broke, water all froze.
I got stuck in the ice without my clothes,
Naked as the eyes of a clown.
I was crying ice cubes hoping I'd croak,
When the sun come through the window, the ice all broke.
I stood up and laughed thought it was a joke
That's the way that the world goes 'round.","confused, heavy, stuck",1,0,0,1
0.561,0.0901,9,-15.923,1,0.034,0.889,0.000174,0.111,0.444,82.155,audio_features,6g0eFcVGt4tSJpJ2FdIQv0,spotify:track:6g0eFcVGt4tSJpJ2FdIQv0,https://api.spotify.com/v1/tracks/6g0eFcVGt4tSJpJ2FdIQv0,https://api.spotify.com/v1/audio-analysis/6g0eFcVGt4tSJpJ2FdIQv0,186320,4,Folk,The Last Thing on My Mind,Tom Paxton,"It's a lesson too late for the learning,
Made of sand, made of sand.
In the wink of an eye my soul is turning
In your hand, in your hand.

Are you going away with no word of farewell,
Will there be not a trace left behind?
I could have loved you better, didn't mean to be unkind.
You know that was the last thing on my mind.

You've got reasons a-plenty for goingâ€”
This I know, this I knowâ€”
For the weeds have been steadily growing.
Please don't go, please don't go.

Are you going away with no word of farewell,
Will there be not a trace left behind?
I could have loved you better, didn't mean to be unkind.
You know that was the last thing on my mind.

As I lie in my bed in the morning
Without you, without you,
Each song in my breast dies a-borning
Without you, without you.

Are you going away with no word of farewell,
Will there be not a trace left behind?
I could have loved you better, didn't mean to be unkind.
You know that was the last thing on my mind.","sad, regretful, longing",0,1,0,1
0.675,0.351,0,-11.139,1,0.0287,0.89,0.0173,0.076,0.754,97.441,audio_features,0AXZ0NEEylEhBda574NrmG,spotify:track:0AXZ0NEEylEhBda574NrmG,https://api.spotify.com/v1/tracks/0AXZ0NEEylEhBda574NrmG,https://api.spotify.com/v1/audio-analysis/0AXZ0NEEylEhBda574NrmG,149933,4,Folk,Swimming Song,Kate & Anna McGarrigle,"This summer I went swimming
This summer I might have drowned
But I held my breath and I kicked my feet
And I moved my arms around
Moved my arms around
This summer I swam in the ocean
And I swam in a swimming pool
Salt my wounds, chlorine my eyes
I'm a self-destructive fool
Self-destructive fool
This summer I did the backstroke
And you know that that's not all
I did the breast stroke and the butterfly
And the old Australian crawl
The old Australian crawl
This summer I swam in a public place
And a reservoir, to boot
At the latter I was informal
At the former I wore my suit
I wore my swimming suit, yeah
This summer I did swan dives
And jackknifes for you all
And once when you weren't looking
I did a cannonball
I did a cannonball
This summer I went swimming
This summer I might have drowned
But I held my breath and I kicked my feet
And I moved my arms around
Moved my arms around","playful, nostalgic, rebellious",0,0,0,0
0.601,0.0557,0,-18.226,0,0.0368,0.914,1.05e-05,0.101,0.206,137.386,audio_features,5UpLOf9rrTbVmtDdULOfrm,spotify:track:5UpLOf9rrTbVmtDdULOfrm,https://api.spotify.com/v1/tracks/5UpLOf9rrTbVmtDdULOfrm,https://api.spotify.com/v1/audio-analysis/5UpLOf9rrTbVmtDdULOfrm,256560,5,Folk,Love Is Our Cross To Bear,John Gorka,"I didn't know where to look for you last night
I didn't know where to find you
I didn't know how I could touch that light
That's always gathering behind you
I didn't know that I would find a way
To find you in the morning
But love can pull you out of yesterday
As it takes you without warning
I want to be a long time friend to you
I want to be a long time known
Not one of your memory's used-to-bes
A summer's fading song
It's from me, it's to you
For your eyes
It's a weight, a wonder that is wise
I am here, you are there
Love is our cross to bear
I know I'll think of us upon that hill
With the golden moon arising
And the stars will fall around us still
While the love is realizing
And so it is until we meet again
And I throw my arms around you
You can count the gray hairs in my head
I'll still be thankful that I found you
It's from me, it's to you
For your eyes
It's a weight, a wonder that is wise
I am here, you are there
Love is our cross to bear","longing, love, gratitude",0,0,0,0
0.531,0.217,6,-13.883,1,0.0302,0.871,2.59e-06,0.101,0.34,106.842,audio_features,7eQUgarLukHLkZaO1mxtab,spotify:track:7eQUgarLukHLkZaO1mxtab,https://api.spotify.com/v1/tracks/7eQUgarLukHLkZaO1mxtab,https://api.spotify.com/v1/audio-analysis/7eQUgarLukHLkZaO1mxtab,185200,4,Folk,The Sound of Silence,Simon & Garfunkel,"Hello, darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains
Within the sound of silence

In restless dreams I walked alone
Narrow streets of cobblestone
'Neath the halo of a streetlamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
That split the night
And touched the sound of silence

And in the naked light I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never share
No one dared
Disturb the sound of silence

""Fools,"" said I, ""You do not know
Silence like a cancer grows
Hear my words that I might teach you
Take my arms that I might reach you.""
But my words like silent raindrops fell
And echoed in the wells of silence

And the people bowed and prayed
To the neon god they made
And the sign flashed out its warning
In the words that it was forming
And the sign said, ""The words of the prophets
Are written on the subway walls
And tenement halls
And whispered in the sounds of silence.""","melancholic, contemplative, introspective",1,0,0,1
0.553,0.398,3,-11.67,1,0.0303,0.664,0.0,0.114,0.392,76.074,audio_features,2npStoMbQxG1LcIeF4PZrj,spotify:track:2npStoMbQxG1LcIeF4PZrj,https://api.spotify.com/v1/tracks/2npStoMbQxG1LcIeF4PZrj,https://api.spotify.com/v1/audio-analysis/2npStoMbQxG1LcIeF4PZrj,229227,4,Folk,Leather and Lace (with Don Henley),Stevie Nicks,"Is love so fragile and the heart so hollow?
Shatter with words, impossible to follow
You're saying I'm fragile, I try not to be
I search only for something I can't see
I have my own life
And I am stronger than you know
But I carry this feeling
When you walked into my house
That you won't be walking out the door
Still I carry this feeling
When you walked into my house
That you won't be walking out the door
Lovers forever, face to face
My city, your mountains
Stay with me, stay
I need you to love me, I need you today
Give to me your leather
Take from me my lace
You in the moonlight
With your sleepy eyes
Would you ever love a woman like me?
And you were right
When I walked into your house
I knew I'd never want to leave
Sometimes I'm a strong woman
Sometimes cold and scared and sometimes I cry
But that time I saw you
I knew with you to light my nights
Somehow I would get by
The first time I saw you
I knew with you to light my nights
Somehow I would get by
Lovers forever, face to face
My city, your mountains
Stay with me, stay
I need you to love me, I need you today
Give to me your leather
Take from me my lace
Lovers forever, face to face
My city, your mountains
Stay with me, stay
Well, I need you to love me, I need you today
To give to me your leather
Take from me my lace
Take from me my lace
Take from me my lace","fragile, hollow, strong",0,1,0,0
0.474,0.118,4,-22.932,1,0.0296,0.844,0.00946,0.113,0.658,98.095,audio_features,4GV5wmFd0G5NW8lQK9aVvP,spotify:track:4GV5wmFd0G5NW8lQK9aVvP,https://api.spotify.com/v1/tracks/4GV5wmFd0G5NW8lQK9aVvP,https://api.spotify.com/v1/audio-analysis/4GV5wmFd0G5NW8lQK9aVvP,238000,4,Folk,Early Morning Rain,Ian & Sylvia,"In the early morning rain
With a dollar in my hand
With an aching in my heart
And my pockets full of sand
I'm a long ways from home
And I miss my darling so
In the early morning rain
With no place to go
Out on runway number nine
Big 707 set to go
But I'm stuck here on the ground
Where the cold winds blow
Well the liquor tasted good
And the women were all fast
There she goes my friend
Oh she's rolling now at last
Here the mighty engines roar
See the silver wing on high
She's away and westward bound
High above the clouds she'll fly
Where the morning rain don't fall
And the sun always shines
She'll be flying over my home
In about three hours time
This old airport's got me down
It's no earthly good to me
Cause I'm stuck here on the ground
Cold and drunk as I might be
You can't jump a jet plane
Like you can a freight train
So I'd best be on my way
In the early morning rain
You can't jump a jet plane
Like you can a freight train
So I'd best be on my way
In the early morning rain","melancholic, longing, resigned",1,0,0,0
0.473,0.323,4,-15.639,1,0.0374,0.337,0.000187,0.364,0.493,92.058,audio_features,6oZaeLPOAb3Rn408f3IQiB,spotify:track:6oZaeLPOAb3Rn408f3IQiB,https://api.spotify.com/v1/tracks/6oZaeLPOAb3Rn408f3IQiB,https://api.spotify.com/v1/audio-analysis/6oZaeLPOAb3Rn408f3IQiB,190227,4,Folk,If I Had A Boat,Lyle Lovett,"If I had a boat
I'd go out on the ocean
And if I had a pony
I'd ride him on my boat
And we could all together
Go out on the ocean
Me upon my pony on my boat

If I were Roy Rogers
I'd sure enough be single
I couldn't bring myself to marrying old Dale
It'd just be me and Trigger
We'd go riding through them movies
Then we'd buy a boat and on the sea we'd sail

And if I had a boat
I'd go out on the ocean
And if I had a pony
I'd ride him on my boat
And we could all together
Go out on the ocean
Me upon my pony on my boat

The mystery masked man was smart
He got himself a Tonto
Cause Tonto did the dirty work for free
But Tonto he was smarter
And one day said Kemosabe
Kiss my ass I bought a boat
I'm going out to sea

And if I had a boat
I'd go out on the ocean
And if I had a pony
I'd ride him on my boat
And we could all together
Go out on the ocean
Me upon my pony on my boat

And if I were like lightning
I wouldn't need no sneakers
I'd come and go wherever I would please
And I'd scare 'em by the shade tree
And I'd scare 'em by the light pole
But I would not scare my pony on my boat out on the sea

And if I had a boat
I'd go out on the ocean
And if I had a pony
I'd ride him on my boat
And we could all together
Go out on the ocean
Me upon my pony on my boat
Me upon my pony on my boat","peaceful, adventurous, nostalgic",0,0,0,0
0.341,0.235,8,-15.541,1,0.0288,0.866,0.000142,0.135,0.47,188.874,audio_features,1DaFWh2oVsjlFmr33fB8oJ,spotify:track:1DaFWh2oVsjlFmr33fB8oJ,https://api.spotify.com/v1/tracks/1DaFWh2oVsjlFmr33fB8oJ,https://api.spotify.com/v1/audio-analysis/1DaFWh2oVsjlFmr33fB8oJ,237493,4,Folk,Hobo's Lullaby,Arlo Guthrie,"Go to sleep you weary hobo
Let the towns drift slowly by
Can't you hear the steel rail humming
That's a hobo's lullaby

Do not think about tomorrow
Let tomorrow come and go
Tonight you're in a nice warm boxcar
Safe from all the wind and snow

I know the police cause you trouble
They cause trouble everywhere
But when you die and go to heaven
You won't find no policemen there

I know your clothes are torn and ragged
And your hair is turning grey
Lift your head and smile at trouble
You'll find happiness some day

So go to sleep you weary hobo
Let the towns drift slowly by
Don't you feel the steel rail humming
That's a hobo's lullaby","weary, safe, happy",0,0,0,1
0.412,0.166,6,-19.521,0,0.131,0.688,0.000809,0.112,0.0844,173.776,audio_features,6WRKgNXy93NabH6Ssz7dCT,spotify:track:6WRKgNXy93NabH6Ssz7dCT,https://api.spotify.com/v1/tracks/6WRKgNXy93NabH6Ssz7dCT,https://api.spotify.com/v1/audio-analysis/6WRKgNXy93NabH6Ssz7dCT,272467,4,Folk,Spring Wind,Greg Brown,"I lived awhile without you
Darn near half my life
I no longer see our unborn children
Born to you my unwed wife
But yesterday I had a vision
Beneath the tree where we once talked
Of an old couple burning
Their love letters so their children
Won't be shocked

[Chorus:]
Love calls like the wild birds-
It's another day
A Spring wind blew my list of
Things to do...away

My friends are gettin older
So I guess I must be too
Without their loving kindness
I don't know what I'd do
Oh the wine bottle's half empty-
The money's all spent
And we're a cross between our parents
And hippies in a tent

[Chorus]
In a mucked up lovely river
I cast my little fly
I look at that river and smell it
And it makes me wanna cry
Oh to clean our dirty planet
Now there's a noble wish
And I'm puttin my shoulder to the wheel
'cause I wanna catch some fish

[Chorus]
Children go to sleep now-
You know it's gettin' late
I know you don't like to miss nothin'
And school ain't that great
Oh, I'll dance with you when you're happy
And hold you when you're sad
And hope you know how glad I am
Just to be you're Dad

[Chorus]
Darlin' it's been a hard go
But I think we'll be okay
I know I say that all the time
Like everything else I say
Oh, I've been gone so often
But every time I miss you
And I don't really know nothin'
Except I like to kiss you","nostalgic, reflective, hopeful",0,0,0,0
0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,audio_features,4dBI72rgkmG0gTzswyBTzz,spotify:track:4dBI72rgkmG0gTzswyBTzz,https://api.spotify.com/v1/tracks/4dBI72rgkmG0gTzswyBTzz,https://api.spotify.com/v1/audio-analysis/4dBI72rgkmG0gTzswyBTzz,265547,3,Folk,Sweet Thing - 1999 Remaster,Van Morrison,"And I will stroll the merry way
And jump the hedges first
And I will drink the clear
Clean water for to quench my thirst
And I shall watch the ferry-boats
And they'll get high
On a bluer ocean
Against tomorrow's sky
And I will never grow so old again
And I will walk and talk
In gardens all wet with rain

Oh sweet thing, sweet thing
My, my, my, my, my sweet thing
And I shall drive my chariot
Down your streets and cry
'Hey, it's me, I'm dynamite
And I don't know why'
And you shall take me strongly
In your arms again
And I will not remember
That I even felt the pain.
We shall walk and talk
In gardens all misty and wet with rain
And I will never, never, never
Grow so old again.

Oh sweet thing, sweet thing
My, my, my, my, my sweet thing
And I will raise my hand up
Into the night time sky
And count the stars
That's shining in your eye
Just to dig it all an' not to wonder
That's just fine
And I'll be satisfied
Not to read in between the lines
And I will walk and talk
In gardens all wet with rain
And I will never, ever, ever, ever
Grow so old again.
Oh sweet thing, sweet thing
Sugar-baby with your champagne eyes
And your saint-like smile....","joyful, nostalgic, content /n",0,0,0,0
0.638,0.256,3,-15.68,1,0.0492,0.819,0.0707,0.145,0.438,82.479,audio_features,16qzGrIMWoxerw2gnW0zuv,spotify:track:16qzGrIMWoxerw2gnW0zuv,https://api.spotify.com/v1/tracks/16qzGrIMWoxerw2gnW0zuv,https://api.spotify.com/v1/audio-analysis/16qzGrIMWoxerw2gnW0zuv,123333,4,Folk,Pink Moon,Nick Drake,"I saw it written and I saw it say
Pink moon is on its way
And none of you stand so tall
Pink moon gonna get you all

It's a pink moon
It's a pink moon
Pink, pink, pink, pink
Pink moon

The pink, pink, pink, pink
Pink moon

I saw it written and I saw it say
Pink moon is on its way
And none of you stand so tall
Pink moon gonna get you all

It's a pink moon
It's a pink moon","melancholic, ominous, impending",0,1,0,0
0.348,0.28,0,-9.773,1,0.0366,0.914,3.03e-06,0.115,0.312,204.953,audio_features,1xfRPtwYl8Na8WRzTQI9rd,spotify:track:1xfRPtwYl8Na8WRzTQI9rd,https://api.spotify.com/v1/tracks/1xfRPtwYl8Na8WRzTQI9rd,https://api.spotify.com/v1/audio-analysis/1xfRPtwYl8Na8WRzTQI9rd,197000,4,Folk,Black Irish Indian,Cherokee Rose,"[Verse 1]
I am a Black-Irish Indian
But you don't know about me
'Cause nobody ever taught you
Your true history
You think it's a simple matter
One side white, one side black
In our fear and ignorance and paranoia
It's knowledge that we lack

[Verse 2]
I've got an Irish slave owner's blood
Running through my veins
'Cause by the African woman that he loved
My father got his name
I've got the blood and the spirit of the Indian
Deep within my soul
My mother's Cherokee grandmother
Was a princess I am told

[Chorus]
So I see through, I see right through
I see right through it all
'Cause the truth for my brother and my sister and me
Is a very very different kind of history
I don't profess to know for sure
But I believe none of us are pure
And in death, we're all equal

[Bridge]
I know it may seem confusin'
But that's what happens when others do the choosin'
They draw the line and you pick a side
And then we all, we all end up losin'

[Chorus]
But I see through, I see right through
I see right through it all
'Cause the truth for my brother and my sister and me
Is a very, very different kind of history
I don't profess to know for sure
But I believe none of us are pure
And in death, we're all equal

[Outro]
I am a Black-Irish Indian
But you don't know about me
'Cause nobody ever taught you
Our true history","Confused, reflective, empowered",0,0,0,0
0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,audio_features,6MOEQCtAWNSCmvg3SFKF5y,spotify:track:6MOEQCtAWNSCmvg3SFKF5y,https://api.spotify.com/v1/tracks/6MOEQCtAWNSCmvg3SFKF5y,https://api.spotify.com/v1/audio-analysis/6MOEQCtAWNSCmvg3SFKF5y,293933,4,Folk,Season of the Witch,Donovan,"When I look out my window
Many sights to see
And when I look in my window
So many different people to be
That it's strange, sure is strange
You've got to pick up every stitch
(You've got to pick up every stitch)
You've got to pick up every stitch, yeah
(You've got to pick up every stitch)
You've got to pick up every stitch
(You've got to pick up every stitch)
Oh no, must be the season of the witch
Must be the season of the witch, yeah
Must be the season of the witch
When I look over my shoulder
What do you think I see?
Some other cat lookin' over
His shoulder at me
And he's strange, sure, he's strange
You've got to pick up every stitch
(You've got to pick up every stitch)
You've got to pick up every stitch, yeah
(You've got to pick up every stitch)
Beatniks are out to make it rich
Oh no, must be the season of the witch
Must be the season of the witch, yeah
Must be the season of the witch
You've got to pick up every stitch
(You've got to pick up every stitch)
You've got to pick up every stitch, yeah
(You've got to pick up every stitch)
The rabbits running down the ditch
Oh no, must be the season of the witch
Must be the season of the witch, yeah
Must be the season of the witch
Where'd I look?","strange, rich, witch",0,0,0,0
